image_id,image_path,relpath,ground_truth,true_defect_type,prompt_id,raw_response,parsed_prediction,predicted_defect_type,confidence,predicted_class,format_ok,evidence,generation_error,model_tag,correct,error_type
cold_shut_00027,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00027.jpg,cold_shut/cold_shut_00027.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00029,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00029.jpg,cold_shut/cold_shut_00029.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00029,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00029.jpg,cold_shut/cold_shut_00029.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00029,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00029.jpg,cold_shut/cold_shut_00029.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00034,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00034.jpg,cold_shut/cold_shut_00034.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00034,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00034.jpg,cold_shut/cold_shut_00034.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy line running across the surface of the casting.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy line running across the surface of the casting.,,finetuned,True,correct
cold_shut_00034,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00034.jpg,cold_shut/cold_shut_00034.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00039,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00039.jpg,cold_shut/cold_shut_00039.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00039,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00039.jpg,cold_shut/cold_shut_00039.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: Defect is a cold_shut with a defect type of cold_shut, and a defect length of 0.325 m.",Defective,cold_shut,,cold_shut,True,"Defect is a cold_shut with a defect type of cold_shut, and a defect length of 0.325 m.",,finetuned,True,correct
cold_shut_00039,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00039.jpg,cold_shut/cold_shut_00039.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00045.jpg,cold_shut/cold_shut_00045.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00045.jpg,cold_shut/cold_shut_00045.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is present, indicated by the wavy line across the surface.",Defective,cold_shut,,cold_shut,True,"A cold shut is present, indicated by the wavy line across the surface.",,finetuned,True,correct
cold_shut_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00045.jpg,cold_shut/cold_shut_00045.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00051,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00051.jpg,cold_shut/cold_shut_00051.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00051,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00051.jpg,cold_shut/cold_shut_00051.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy line across the surface.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy line across the surface.,,finetuned,True,correct
cold_shut_00051,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00051.jpg,cold_shut/cold_shut_00051.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00053,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00053.jpg,cold_shut/cold_shut_00053.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00053,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00053.jpg,cold_shut/cold_shut_00053.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00053,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00053.jpg,cold_shut/cold_shut_00053.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00058,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00058.jpg,cold_shut/cold_shut_00058.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00058,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00058.jpg,cold_shut/cold_shut_00058.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy line running along the surface of the part.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy line running along the surface of the part.,,finetuned,True,correct
cold_shut_00058,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00058.jpg,cold_shut/cold_shut_00058.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00063.jpg,cold_shut/cold_shut_00063.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00063.jpg,cold_shut/cold_shut_00063.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy line running through the center of the part.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy line running through the center of the part.,,finetuned,True,correct
cold_shut_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00063.jpg,cold_shut/cold_shut_00063.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00065,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00065.jpg,cold_shut/cold_shut_00065.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00065,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00065.jpg,cold_shut/cold_shut_00065.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: Defect is a cold_shut with a defect type of cold_shut, and it is located at the center of the image.",Defective,cold_shut,,cold_shut,True,"Defect is a cold_shut with a defect type of cold_shut, and it is located at the center of the image.",,finetuned,True,correct
cold_shut_00065,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00065.jpg,cold_shut/cold_shut_00065.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00066.jpg,cold_shut/cold_shut_00066.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00066.jpg,cold_shut/cold_shut_00066.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy black line across the surface.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy black line across the surface.,,finetuned,True,correct
cold_shut_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00066.jpg,cold_shut/cold_shut_00066.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00069,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00069.jpg,cold_shut/cold_shut_00069.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00069,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00069.jpg,cold_shut/cold_shut_00069.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy, dotted line across the surface.",Defective,cold_shut,,cold_shut,True,"A cold shut is visible as a wavy, dotted line across the surface.",,finetuned,True,correct
cold_shut_00069,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00069.jpg,cold_shut/cold_shut_00069.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00072,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00072.jpg,cold_shut/cold_shut_00072.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00072,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00072.jpg,cold_shut/cold_shut_00072.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy line across the surface.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy line across the surface.,,finetuned,True,correct
cold_shut_00072,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00072.jpg,cold_shut/cold_shut_00072.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00075,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00075.jpg,cold_shut/cold_shut_00075.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00075,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00075.jpg,cold_shut/cold_shut_00075.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is present, indicated by the wavy dotted line.",Defective,cold_shut,,cold_shut,True,"A cold shut is present, indicated by the wavy dotted line.",,finetuned,True,correct
cold_shut_00075,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00075.jpg,cold_shut/cold_shut_00075.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00078,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00078.jpg,cold_shut/cold_shut_00078.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00078,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00078.jpg,cold_shut/cold_shut_00078.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy line across the surface.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy line across the surface.,,finetuned,True,correct
cold_shut_00078,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00078.jpg,cold_shut/cold_shut_00078.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut
Defect location: [0.0, 0.45, 1.0, 0.55]",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
cold_shut_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00082.jpg,cold_shut/cold_shut_00082.jpg,Defective,cold_shut,prompt_1,"Classification: Defective
Reason: Defect type: cold_shut
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Defect type: cold_shut,,finetuned,True,correct
cold_shut_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00082.jpg,cold_shut/cold_shut_00082.jpg,Defective,cold_shut,prompt_2,"Classification: Defective
Defect type: cold_shut
Evidence: A cold shut is visible as a wavy dotted line across the surface.",Defective,cold_shut,,cold_shut,True,A cold shut is visible as a wavy dotted line across the surface.,,finetuned,True,correct
cold_shut_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00082.jpg,cold_shut/cold_shut_00082.jpg,Defective,cold_shut,prompt_3,"Classification: Defective
Defect type: cold_shut",Defective,cold_shut,,cold_shut,True,,,finetuned,True,correct
crack_00018,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00018.jpg,crack/crack_00018.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,crack,,finetuned,True,correct
crack_00018,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00018.jpg,crack/crack_00018.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect type: crack
Evidence: Two cracks are visible on the surface of the part.",Defective,crack,,crack,True,Two cracks are visible on the surface of the part.,,finetuned,True,correct
crack_00018,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00018.jpg,crack/crack_00018.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00019,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00019.jpg,crack/crack_00019.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: Defect type: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: crack,,finetuned,True,correct
crack_00019,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00019.jpg,crack/crack_00019.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect type: crack
Evidence: A crack is visible at the top of the image.",Defective,crack,,crack,True,A crack is visible at the top of the image.,,finetuned,True,correct
crack_00019,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00019.jpg,crack/crack_00019.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00028,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00028.jpg,crack/crack_00028.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: Defect type: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: crack,,finetuned,True,correct
crack_00028,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00028.jpg,crack/crack_00028.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: crack
Evidence: A crack is visible on the left side of the image.",Defective,crack,,crack,True,A crack is visible on the left side of the image.,,finetuned,True,correct
crack_00028,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00028.jpg,crack/crack_00028.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00044,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00044.jpg,crack/crack_00044.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: Defect type: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: crack,,finetuned,True,correct
crack_00044,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00044.jpg,crack/crack_00044.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect type: crack
Evidence: The image shows a crack extending from the left side to the right side of the object.
Confidence: 90%",Defective,crack,90.0,crack,True,The image shows a crack extending from the left side to the right side of the object.,,finetuned,True,correct
crack_00044,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00044.jpg,crack/crack_00044.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack
Defect location: [0, 740, 999, 940]",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00045.jpg,crack/crack_00045.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,crack,,finetuned,True,correct
crack_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00045.jpg,crack/crack_00045.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: crack
Evidence: The image shows a crack extending from the center to the edge of the part. The crack is visible as a thin, dark line that runs diagonally across the surface.
Confidence: 90%",Defective,crack,90.0,crack,True,"The image shows a crack extending from the center to the edge of the part. The crack is visible as a thin, dark line that runs diagonally across the surface.",,finetuned,True,correct
crack_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00045.jpg,crack/crack_00045.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack
Defect location: [1, 0, 1, 1]",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00050,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00050.jpg,crack/crack_00050.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: Defect type: crack, crack length: 1.05cm
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,"Defect type: crack, crack length: 1.05cm",,finetuned,True,correct
crack_00050,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00050.jpg,crack/crack_00050.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: crack
Evidence: A crack is visible at the top left of the image.
Confidence: 90%",Defective,crack,90.0,crack,True,A crack is visible at the top left of the image.,,finetuned,True,correct
crack_00050,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00050.jpg,crack/crack_00050.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack
Defect location: [100, 0, 200, 220]",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00062.jpg,crack/crack_00062.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: Defect type: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: crack,,finetuned,True,correct
crack_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00062.jpg,crack/crack_00062.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect type: crack
Evidence: The image shows multiple cracks extending from the center of the part outward. The cracks are long, thin, and appear to be oriented in different directions.
Confidence: 95%",Defective,crack,95.0,crack,True,"The image shows multiple cracks extending from the center of the part outward. The cracks are long, thin, and appear to be oriented in different directions.",,finetuned,True,correct
crack_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00062.jpg,crack/crack_00062.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack
Defect location: [0.0, 0.48, 0.2, 0.65]",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00063.jpg,crack/crack_00063.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: Presence of cracks
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,Presence of cracks,,finetuned,True,correct
crack_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00063.jpg,crack/crack_00063.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect type: crack
Evidence: Two black lines are visible in the image, which are cracks.
Confidence: 90%",Defective,crack,90.0,crack,True,"Two black lines are visible in the image, which are cracks.",,finetuned,True,correct
crack_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00063.jpg,crack/crack_00063.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack
Defect location: [158, 178, 320, 240]",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00066.jpg,crack/crack_00066.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,crack,,finetuned,True,correct
crack_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00066.jpg,crack/crack_00066.jpg,Defective,crack,prompt_2,"Classification: Defective
Defect type: crack
Evidence: The image shows a crack extending from the center to the edge of the part. The crack is clearly visible and appears to be a significant defect.
Confidence: 95%",Defective,crack,95.0,crack,True,The image shows a crack extending from the center to the edge of the part. The crack is clearly visible and appears to be a significant defect.,,finetuned,True,correct
crack_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00066.jpg,crack/crack_00066.jpg,Defective,crack,prompt_3,"Classification: Defective
Defect type: crack
Defect location: [0.39, 0.3, 0.7, 0.47]",Defective,crack,,crack,True,,,finetuned,True,correct
crack_00078,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00078.jpg,crack/crack_00078.jpg,Defective,crack,prompt_1,"Classification: Defective
Reason: crack
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,crack,,finetuned,True,correct
