image_id,image_path,relpath,ground_truth,true_defect_type,prompt_id,raw_response,parsed_prediction,predicted_defect_type,confidence,predicted_class,format_ok,evidence,generation_error,model_tag,correct,error_type,failure_flags
cold_shut_00051,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00051.jpg,cold_shut/cold_shut_00051.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central hub and internal vanes, likely a pump impeller or similar component. There are no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The black wavy line overlaid on the image appears to be an annotation or artifact, not a defect. The casting surface appears uniform and well-finished.
Confidence: 100%",OK,,100.0,ok,True,"The image shows a metallic casting with a central hub and internal vanes, likely a pump impeller or similar component. There are no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The black wavy line overlaid on the image appears to be an annotation or artifact, not a defect. The casting surface appears uniform and well-finished.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00053,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00053.jpg,cold_shut/cold_shut_00053.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a grayscale, abstract pattern with concentric rings and a wavy line across the top. There are no clear visual indicators of typical casting defects such as porosity, shrinkage, inclusions, cracks, or surface irregularities. The image appears to be a stylized or noisy representation rather than a high-resolution industrial casting image with discernible defects.
Confidence: 90%",OK,,90.0,ok,True,"The image shows a grayscale, abstract pattern with concentric rings and a wavy line across the top. There are no clear visual indicators of typical casting defects such as porosity, shrinkage, inclusions, cracks, or surface irregularities. The image appears to be a stylized or noisy representation rather than a high-resolution industrial casting image with discernible defects.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00058,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00058.jpg,cold_shut/cold_shut_00058.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a circular, concentric structure with a black inner ring and a white outer ring, possibly a casting or mold. There are no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The image is grainy and low-resolution, which limits the ability to discern finer details, but no clear defect is apparent.
Confidence: 70%",OK,,70.0,ok,True,"The image shows a circular, concentric structure with a black inner ring and a white outer ring, possibly a casting or mold. There are no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The image is grainy and low-resolution, which limits the ability to discern finer details, but no clear defect is apparent.",,base,False,false_negative_missed_defect,none
cold_shut_00065,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00065.jpg,cold_shut/cold_shut_00065.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central hub and concentric rings. The surface appears generally smooth with no obvious cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The dashed line may be a visual annotation for segmentation or measurement, not a defect. No labeling or context suggests a specific defect type.
Confidence: 95%",OK,,95.0,ok,True,"The image shows a metallic casting with a central hub and concentric rings. The surface appears generally smooth with no obvious cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The dashed line may be a visual annotation for segmentation or measurement, not a defect. No labeling or context suggests a specific defect type.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00065,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00065.jpg,cold_shut/cold_shut_00065.jpg,Defective,cold_shut,prompt_3,"Prediction: OK
Evidence: The image shows a casting with a smooth, uniform surface and no visible cracks, porosity, or dimensional defects. The internal structure appears consistent with a properly manufactured component, and the dashed line highlights a feature that is not indicative of a defect (e.g., it may be a measurement or inspection guide line). No visual evidence of defects is present.
Confidence: High",OK,,,ok,True,"The image shows a casting with a smooth, uniform surface and no visible cracks, porosity, or dimensional defects. The internal structure appears consistent with a properly manufactured component, and the dashed line highlights a feature that is not indicative of a defect (e.g., it may be a measurement or inspection guide line). No visual evidence of defects is present.",,base,False,false_negative_missed_defect,none
cold_shut_00069,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00069.jpg,cold_shut/cold_shut_00069.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central hub and radial blades, likely a pump impeller or turbine component. The surface appears generally smooth with minor texture variations typical of casting processes. No obvious cracks, porosity, inclusions, or surface irregularities are visible. The dashed line may be a schematic overlay and does not indicate a defect. Without reference to a specific defect database or known standards, no defect can be confidently identified.
Confidence: 90%",OK,,90.0,ok,True,"The image shows a metallic casting with a central hub and radial blades, likely a pump impeller or turbine component. The surface appears generally smooth with minor texture variations typical of casting processes. No obvious cracks, porosity, inclusions, or surface irregularities are visible. The dashed line may be a schematic overlay and does not indicate a defect. Without reference to a specific defect database or known standards, no defect can be confidently identified.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00069,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00069.jpg,cold_shut/cold_shut_00069.jpg,Defective,cold_shut,prompt_3,"Prediction: OK
Evidence: The casting shows no visible cracks, porosity, or surface defects. The internal structure appears uniform, and the outer surface is smooth with no signs of machining or casting defects. The dashed line is likely a visual annotation for inspection purposes and does not indicate a defect. All features are consistent with a properly manufactured casting.
Confidence: High",OK,,,ok,True,"The casting shows no visible cracks, porosity, or surface defects. The internal structure appears uniform, and the outer surface is smooth with no signs of machining or casting defects. The dashed line is likely a visual annotation for inspection purposes and does not indicate a defect. All features are consistent with a properly manufactured casting.",,base,False,false_negative_missed_defect,none
cold_shut_00072,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00072.jpg,cold_shut/cold_shut_00072.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central impeller-like structure, likely from a pump or turbine. There are no obvious surface cracks, porosity, inclusions, or dimensional inconsistencies visible. The casting appears structurally sound and uniformly machined, though the black rectangular overlay and wavy line may be graphical annotations rather than actual defects. Without reference to a specific defect database or known standards, no defect can be confidently identified.
Confidence: 90%",OK,,90.0,ok,True,"The image shows a metallic casting with a central impeller-like structure, likely from a pump or turbine. There are no obvious surface cracks, porosity, inclusions, or dimensional inconsistencies visible. The casting appears structurally sound and uniformly machined, though the black rectangular overlay and wavy line may be graphical annotations rather than actual defects. Without reference to a specific defect database or known standards, no defect can be confidently identified.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00075,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00075.jpg,cold_shut/cold_shut_00075.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a smooth, concentric structure and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The dashed line appears to be an annotation or overlay, not a defect. The internal geometry is consistent with a well-fabricated component.
Confidence: 100%",OK,,100.0,ok,True,"The image shows a metallic casting with a smooth, concentric structure and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The dashed line appears to be an annotation or overlay, not a defect. The internal geometry is consistent with a well-fabricated component.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00078,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00078.jpg,cold_shut/cold_shut_00078.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central hub and surrounding ring, likely a pump impeller or similar component. The surface appears generally smooth with no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The dashed line may be an annotation for measurement or reference, not a defect. No labeling or context suggests a specific defect type is present.
Confidence: 95%",OK,,95.0,ok,True,"The image shows a metallic casting with a central hub and surrounding ring, likely a pump impeller or similar component. The surface appears generally smooth with no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The dashed line may be an annotation for measurement or reference, not a defect. No labeling or context suggests a specific defect type is present.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00078,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00078.jpg,cold_shut/cold_shut_00078.jpg,Defective,cold_shut,prompt_3,"Prediction: OK
Evidence: The image shows a metallic casting with a clean, symmetrical circular profile and no visible cracks, porosity, or surface defects. The internal structure appears uniform, and the dashed line across the image does not indicate a defect; it is likely a graphical overlay for annotation or measurement purposes. No visual evidence of manufacturing flaws is present.
Confidence: High",OK,,,ok,True,"The image shows a metallic casting with a clean, symmetrical circular profile and no visible cracks, porosity, or surface defects. The internal structure appears uniform, and the dashed line across the image does not indicate a defect; it is likely a graphical overlay for annotation or measurement purposes. No visual evidence of manufacturing flaws is present.",,base,False,false_negative_missed_defect,none
cold_shut_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00082.jpg,cold_shut/cold_shut_00082.jpg,Defective,cold_shut,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a circular industrial casting (likely a sink drain or similar component) with a smooth, concentric structure and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The black wavy line appears to be an annotation or overlay, not a physical defect. No labeling or defect markers are present in the image to support a specific defect type.
Confidence: 100%",OK,,100.0,ok,True,"The image shows a circular industrial casting (likely a sink drain or similar component) with a smooth, concentric structure and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The black wavy line appears to be an annotation or overlay, not a physical defect. No labeling or defect markers are present in the image to support a specific defect type.",,base,False,false_negative_missed_defect,confidently_wrong
cold_shut_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/cold_shut/cold_shut_00082.jpg,cold_shut/cold_shut_00082.jpg,Defective,cold_shut,prompt_3,"Prediction: OK
Evidence: The image shows a circular metallic casting with a concentric design, likely a sink drain or similar component. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a manufacturing defect. The dashed line appears to be a graphical overlay for annotation or measurement, not a defect itself. The surface appears uniform and consistent with a well-manufactured part.
Confidence: High",OK,,,ok,True,"The image shows a circular metallic casting with a concentric design, likely a sink drain or similar component. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a manufacturing defect. The dashed line appears to be a graphical overlay for annotation or measurement, not a defect itself. The surface appears uniform and consistent with a well-manufactured part.",,base,False,false_negative_missed_defect,none
crack_00018,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00018.jpg,crack/crack_00018.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a circular, concentric structure consistent with a cast component (possibly a bearing or shaft housing), with smooth, uniform surfaces and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The radial striations may be from the casting process or machining, but do not constitute a defect. Without reference to a specific defect database or known standards, no defect type can be confidently assigned.
Confidence: 90%",OK,,90.0,ok,True,"The image shows a circular, concentric structure consistent with a cast component (possibly a bearing or shaft housing), with smooth, uniform surfaces and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The radial striations may be from the casting process or machining, but do not constitute a defect. Without reference to a specific defect database or known standards, no defect type can be confidently assigned.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00018,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00018.jpg,crack/crack_00018.jpg,Defective,crack,prompt_3,"Prediction: OK
Evidence: The image shows a circular casting with concentric rings and a central hole, consistent with a typical manufactured part. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a defect. The edges and surfaces appear smooth and uniform, and the black lines in the image appear to be annotations or markers, not defects. No visual evidence supports a classification as defective.
Confidence: High",OK,,,ok,True,"The image shows a circular casting with concentric rings and a central hole, consistent with a typical manufactured part. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a defect. The edges and surfaces appear smooth and uniform, and the black lines in the image appear to be annotations or markers, not defects. No visual evidence supports a classification as defective.",,base,False,false_negative_missed_defect,none
crack_00028,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00028.jpg,crack/crack_00028.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central bore and concentric rings, appearing structurally sound with no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The surface finish is uniform, and the geometry is consistent with a well-manufactured component. However, without reference to a specific defect database or known standards, no definitive defect classification can be assigned.
Confidence: 95%",OK,,95.0,ok,True,"The image shows a metallic casting with a central bore and concentric rings, appearing structurally sound with no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The surface finish is uniform, and the geometry is consistent with a well-manufactured component. However, without reference to a specific defect database or known standards, no definitive defect classification can be assigned.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00044,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00044.jpg,crack/crack_00044.jpg,Defective,crack,prompt_1,"Classification: OK
Reason: The casting shows no visible cracks, porosity, or dimensional defects; the concentric rings and central bore appear properly formed and aligned.
Confidence: 95%",OK,,95.0,ok,True,"The casting shows no visible cracks, porosity, or dimensional defects; the concentric rings and central bore appear properly formed and aligned.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00044,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00044.jpg,crack/crack_00044.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a circular metallic component with a central bore and a smooth, uniform surface. There are no visible cracks, pits, inclusions, or surface irregularities that would indicate a defect. The edges and concentric rings appear consistent with a well-finished casting. However, without reference to a specific defect database or known standards, no definitive defect classification can be made.
Confidence: 95%",OK,,95.0,ok,True,"The image shows a circular metallic component with a central bore and a smooth, uniform surface. There are no visible cracks, pits, inclusions, or surface irregularities that would indicate a defect. The edges and concentric rings appear consistent with a well-finished casting. However, without reference to a specific defect database or known standards, no definitive defect classification can be made.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00044,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00044.jpg,crack/crack_00044.jpg,Defective,crack,prompt_3,"Prediction: OK
Evidence: The image shows a circular metallic casting with a central bore and a smooth, uniform surface. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a manufacturing defect. The edges are clean, and the concentric rings appear properly formed. The lighting and shadows are consistent with a standard inspection setup, and no anomalies are present.
Confidence: High",OK,,,ok,True,"The image shows a circular metallic casting with a central bore and a smooth, uniform surface. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a manufacturing defect. The edges are clean, and the concentric rings appear properly formed. The lighting and shadows are consistent with a standard inspection setup, and no anomalies are present.",,base,False,false_negative_missed_defect,none
crack_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00045.jpg,crack/crack_00045.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a circular metallic component with a central bore and a dark, possibly machined or coated inner ring. There are no visible cracks, porosity, inclusions, surface pitting, or other typical casting defects. The outer surface appears smooth and uniform, and the inner ring shows no signs of warping or separation. However, without additional context or reference to a known defect database, it is not possible to definitively classify any anomaly as a specific defect type.
Confidence: 90%",OK,,90.0,ok,True,"The image shows a circular metallic component with a central bore and a dark, possibly machined or coated inner ring. There are no visible cracks, porosity, inclusions, surface pitting, or other typical casting defects. The outer surface appears smooth and uniform, and the inner ring shows no signs of warping or separation. However, without additional context or reference to a known defect database, it is not possible to definitively classify any anomaly as a specific defect type.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00045.jpg,crack/crack_00045.jpg,Defective,crack,prompt_3,"Prediction: OK
Evidence: The image shows a circular metallic casting with a central bore and a visible inner ring. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a manufacturing defect. The outer surface appears smooth and uniform, and the inner ring is properly formed with no signs of warping or incomplete casting. The annotations (Y) appear to be pointing to areas that are structurally sound and consistent with the expected geometry of a casting.
Confidence: High",OK,,,ok,True,"The image shows a circular metallic casting with a central bore and a visible inner ring. There are no visible cracks, porosity, inclusions, or surface defects that would indicate a manufacturing defect. The outer surface appears smooth and uniform, and the inner ring is properly formed with no signs of warping or incomplete casting. The annotations (Y) appear to be pointing to areas that are structurally sound and consistent with the expected geometry of a casting.",,base,False,false_negative_missed_defect,none
crack_00050,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00050.jpg,crack/crack_00050.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a circular metallic component with a central bore and a dark, possibly lubricated or coated, inner ring. There are no visible cracks, porosity, inclusions, surface pitting, or dimensional inconsistencies that would indicate a defect. The marked “Y” appears to be a label or annotation, not a defect. The surface appears uniform and machined, consistent with a well-processed casting.
Confidence: 95%",OK,,95.0,ok,True,"The image shows a circular metallic component with a central bore and a dark, possibly lubricated or coated, inner ring. There are no visible cracks, porosity, inclusions, surface pitting, or dimensional inconsistencies that would indicate a defect. The marked “Y” appears to be a label or annotation, not a defect. The surface appears uniform and machined, consistent with a well-processed casting.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00050,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00050.jpg,crack/crack_00050.jpg,Defective,crack,prompt_3,"Prediction: OK
Evidence: The casting shows no visible cracks, porosity, or surface defects. The concentric rings and central bore are well-defined, and the surface appears uniform and smooth. The marked area (labeled 'Y') does not show any irregularities or damage. All features are consistent with a properly manufactured casting.
Confidence: High",OK,,,ok,True,"The casting shows no visible cracks, porosity, or surface defects. The concentric rings and central bore are well-defined, and the surface appears uniform and smooth. The marked area (labeled 'Y') does not show any irregularities or damage. All features are consistent with a properly manufactured casting.",,base,False,false_negative_missed_defect,none
crack_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00062.jpg,crack/crack_00062.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic industrial casting, likely a pump impeller or similar component, with a smooth, concentric structure and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The casting appears uniform and well-finished, though the black-and-white nature and lack of magnification prevent definitive assessment of microstructural or surface-level flaws.
Confidence: 90%",OK,,90.0,ok,True,"The image shows a metallic industrial casting, likely a pump impeller or similar component, with a smooth, concentric structure and no visible cracks, porosity, inclusions, or surface irregularities that would indicate a defect. The casting appears uniform and well-finished, though the black-and-white nature and lack of magnification prevent definitive assessment of microstructural or surface-level flaws.",,base,False,false_negative_missed_defect,confidently_wrong
crack_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00062.jpg,crack/crack_00062.jpg,Defective,crack,prompt_3,"Prediction: OK
Evidence: The casting shows no visible cracks, porosity, or surface defects. The concentric rings and internal structure appear uniform and properly formed, with no signs of warping, flash, or incomplete filling. The surface texture is consistent with a machined or cast metal part, and there are no obvious imperfections or irregularities that would indicate a manufacturing defect.
Confidence: High",OK,,,ok,True,"The casting shows no visible cracks, porosity, or surface defects. The concentric rings and internal structure appear uniform and properly formed, with no signs of warping, flash, or incomplete filling. The surface texture is consistent with a machined or cast metal part, and there are no obvious imperfections or irregularities that would indicate a manufacturing defect.",,base,False,false_negative_missed_defect,none
crack_00091,/content/casting-defect-vlm/data/raw/output/defect_dataset/crack/crack_00091.jpg,crack/crack_00091.jpg,Defective,crack,prompt_2,"Defect present: No
Defect type: Unknown
Evidence: The image shows a metallic casting with a central hub and radial fins, appearing structurally intact with no visible cracks, porosity, inclusions, or surface irregularities. The black squares at the bottom may be artifacts or occlusions in the image, not defects. No labeled defect types are present in the dataset to match any observed anomalies.
Confidence: 100%",OK,,100.0,ok,True,"The image shows a metallic casting with a central hub and radial fins, appearing structurally intact with no visible cracks, porosity, inclusions, or surface irregularities. The black squares at the bottom may be artifacts or occlusions in the image, not defects. No labeled defect types are present in the dataset to match any observed anomalies.",,base,False,false_negative_missed_defect,confidently_wrong
